event_id,event_start,event_end,event_total_mm,peak_1hr_mm,duration_hours,wet_hours,avg_intensity,peak_ratio,rain_72h_prior,typhoon_season,cluster_id,PC1,PC2
2197,2009-09-03 20:00:00,2009-09-08 02:00:00,51.235,4.005,103,68,0.7535,0.0782,22.678,1,0,-0.866641439342925,-0.2851895914924255
2199,2009-09-09 14:00:00,2009-09-12 10:00:00,46.7,4.023,69,54,0.8648,0.0861,16.702,1,0,-1.1024915793337031,-0.4182148812179668
2201,2009-09-17 14:00:00,2009-09-18 09:00:00,21.116,6.404,20,10,2.1116,0.3033,0.0,1,0,-1.3144950649209697,-0.7901485368706065
2204,2009-09-21 03:00:00,2009-09-22 11:00:00,22.202,4.316,33,22,1.0092,0.1944,18.24,1,0,-1.5506514507320968,-0.2877868242298912
2207,2009-09-23 23:00:00,2009-09-26 15:00:00,118.819,21.0,65,37,3.2113,0.1767,38.318,1,1,1.3088550805691646,0.3214549814600018
2212,2009-09-30 19:00:00,2009-10-02 22:00:00,222.175,16.58,52,42,5.2899,0.0746,5.311,1,2,2.260151431753382,-0.7225412371063367
2218,2009-10-12 16:00:00,2009-10-14 19:00:00,197.763,49.282,52,29,6.8194,0.2492,0.769,1,2,4.880879421270185,-0.7099866004413142
2228,2009-10-29 19:00:00,2009-10-31 04:00:00,34.918,7.478,34,20,1.7459,0.2142,0.122,1,0,-1.0430818208019417,-0.830294759378135
2231,2009-11-04 09:00:00,2009-11-05 14:00:00,175.414,50.985,30,24,7.3089,0.2907,12.966,1,2,4.751256148216546,-0.2780661203099996
2238,2009-11-19 19:00:00,2009-11-20 19:00:00,65.441,6.343,25,20,3.272,0.0969,12.569,1,0,-0.5641002207421043,-0.4566584497765536
2246,2009-12-09 08:00:00,2009-12-10 04:00:00,69.726,17.172,21,16,4.3579,0.2463,0.403,0,1,0.4598917953370623,-0.7532796700037245
2248,2009-12-13 09:00:00,2009-12-13 20:00:00,27.696,7.918,12,7,3.9566,0.2859,19.358,0,0,-0.8195104852790188,-0.1649470954137611
2253,2010-01-02 18:00:00,2010-01-03 09:00:00,53.097,15.744,16,11,4.827,0.2965,2.117,0,1,0.2282892164400095,-0.6763195985456103
2260,2010-01-15 21:00:00,2010-01-17 12:00:00,40.498,5.433,40,25,1.6199,0.1342,2.93,0,0,-1.1061359142209788,-0.7781818192950036
2271,2010-04-12 06:00:00,2010-04-13 01:00:00,21.366,4.597,20,8,2.6708,0.2152,0.0,0,0,-1.3101034852292708,-0.8083246679958537
2278,2010-04-28 07:00:00,2010-04-29 03:00:00,38.129,9.053,21,14,2.7235,0.2374,12.856,0,0,-0.7906709562722365,-0.4014833408176428
2307,2010-06-28 13:00:00,2010-06-29 15:00:00,24.723,6.184,27,18,1.3735,0.2501,3.913,1,0,-1.371885574094653,-0.7004540696416528
2318,2010-07-12 18:00:00,2010-07-13 19:00:00,136.809,19.01,26,21,6.5147,0.139,21.03,1,1,1.7175134596236306,-0.1415370390981218
2319,2010-07-13 21:00:00,2010-07-15 08:00:00,44.99,16.153,36,28,1.6068,0.359,140.38,1,3,-0.320896165106387,3.537049197007243
2329,2010-07-23 17:00:00,2010-07-26 21:00:00,72.827,10.5,77,53,1.3741,0.1442,15.957,1,0,-0.2210713043654092,-0.4245825399635343
2331,2010-07-28 04:00:00,2010-07-29 17:00:00,28.331,5.341,38,24,1.1805,0.1885,39.545,1,1,-1.3433289224867686,0.3628973914790257
2332,2010-07-30 11:00:00,2010-07-31 22:00:00,25.902,4.206,36,18,1.439,0.1624,28.569,1,1,-1.4089299348784574,0.0223755905319571
2334,2010-08-02 09:00:00,2010-08-04 23:00:00,24.51,2.698,63,35,0.7003,0.1101,27.959,1,0,-1.491437234970575,-0.0563942083122191
2335,2010-08-05 02:00:00,2010-08-07 02:00:00,37.842,7.814,49,28,1.3515,0.2065,24.51,1,0,-0.9651576759186116,-0.1056989255421351
2340,2010-08-10 19:00:00,2010-08-11 18:00:00,67.278,31.444,24,18,3.7377,0.4674,6.361,1,1,1.3851584712605525,-0.4924126676169682
2343,2010-08-17 10:00:00,2010-08-19 02:00:00,53.812,14.553,41,24,2.2422,0.2704,15.206,1,0,-0.1862502030191002,-0.3443855321099905
2350,2010-08-24 19:00:00,2010-08-26 13:00:00,20.206,2.369,43,30,0.6735,0.1172,32.208,1,1,-1.6905986559295512,0.1036001199381381
2355,2010-09-01 15:00:00,2010-09-03 05:00:00,23.973,5.293,39,23,1.0423,0.2208,0.733,1,0,-1.4255557186928849,-0.8269580660939487
2359,2010-09-07 03:00:00,2010-09-08 19:00:00,38.721,7.051,41,28,1.3829,0.1821,5.085,1,0,-1.0531121403709032,-0.7003012278613729
2366,2010-09-14 15:00:00,2010-09-15 18:00:00,26.628,5.348,28,20,1.3314,0.2008,15.902,1,0,-1.3998252531121678,-0.3466673598363732
2373,2010-09-21 00:00:00,2010-09-22 15:00:00,22.031,5.775,40,21,1.0491,0.2621,1.819,1,0,-1.415853501430658,-0.7838998804623372
2379,2010-09-27 21:00:00,2010-10-03 05:00:00,161.776,12.441,129,89,1.8177,0.0769,15.866,1,1,1.191174141885475,-0.5317508854001284
2397,2010-10-24 02:00:00,2010-10-24 18:00:00,26.329,8.809,17,10,2.6329,0.3346,11.58,1,0,-1.005517510475716,-0.4120710293142293
2398,2010-10-25 00:00:00,2010-10-26 18:00:00,28.887,5.28,43,29,0.9961,0.1828,33.258,1,1,-1.3450793291271808,0.1588658362712018
2399,2010-10-26 20:00:00,2010-10-31 05:00:00,212.945,8.766,106,89,2.3926,0.0412,55.216,1,1,1.3498706514075156,0.6834264595298838
2400,2010-10-31 08:00:00,2010-11-02 19:00:00,121.157,17.312,60,47,2.5778,0.1429,124.813,1,3,0.9039726778627216,2.966995629011529
2402,2010-11-04 11:00:00,2010-11-05 17:00:00,33.575,6.105,31,18,1.8653,0.1818,29.204,1,1,-1.144365681909936,0.0603379454408273
2410,2010-11-13 16:00:00,2010-11-15 06:00:00,33.221,5.726,39,22,1.51,0.1724,1.056,1,0,-1.1942072344502324,-0.8242692115779895
2411,2010-11-15 08:00:00,2010-11-15 22:00:00,33.593,6.99,15,9,3.7326,0.2081,33.221,1,1,-0.8273491769229884,0.2341425192081167
2415,2010-11-19 00:00:00,2010-11-22 03:00:00,58.494,5.97,76,45,1.2999,0.1021,35.419,1,1,-0.7163355478555198,0.1583275916654643
2419,2010-11-25 18:00:00,2010-11-27 12:00:00,79.005,12.795,43,30,2.6335,0.162,2.308,1,1,0.0390571286968993,-0.7766095856221732
2420,2010-11-27 17:00:00,2010-11-28 23:00:00,120.839,24.931,31,21,5.7542,0.2063,80.842,1,1,1.907875994610684,1.721541806925286
2425,2010-12-02 10:00:00,2010-12-04 01:00:00,85.451,10.079,40,31,2.7565,0.118,12.539,0,0,-0.0946360891007195,-0.4752147493639218
2434,2010-12-10 15:00:00,2010-12-11 22:00:00,35.504,5.384,32,20,1.7752,0.1516,5.128,0,0,-1.1839725354585764,-0.6926166745714393
2441,2010-12-19 11:00:00,2010-12-20 11:00:00,66.362,9.163,25,20,3.3181,0.1381,15.835,0,0,-0.3385076816516228,-0.3391574672830972
2442,2010-12-23 21:00:00,2010-12-25 08:00:00,109.631,13.167,36,29,3.7804,0.1201,0.0,0,1,0.5442577651847099,-0.8437068992127472
2443,2010-12-27 07:00:00,2010-12-30 15:00:00,506.128,33.593,81,55,9.2023,0.0664,61.479,0,2,7.169142603441586,0.9632886166015756
2447,2011-01-05 16:00:00,2011-01-08 23:00:00,287.445,22.166,80,69,4.1659,0.0771,0.214,0,2,3.2659640948577966,-0.9349738169001952
2448,2011-01-10 02:00:00,2011-01-12 13:00:00,162.881,15.316,60,46,3.5409,0.094,214.935,0,3,1.3402214492722213,5.723229834225875
2449,2011-01-12 21:00:00,2011-01-14 04:00:00,141.906,23.716,32,24,5.9128,0.1671,162.881,0,2,2.064871198686681,4.229756641764828
2452,2011-01-15 23:00:00,2011-01-16 17:00:00,40.382,7.264,19,13,3.1063,0.1799,134.172,0,3,-0.8161494581719586,3.3233446400967246
2456,2011-01-18 01:00:00,2011-01-19 03:00:00,44.667,11.171,27,18,2.4815,0.2501,43.348,0,1,-0.5722421183108032,0.5332459927671076
2461,2011-01-24 08:00:00,2011-01-25 00:00:00,32.055,8.455,17,10,3.2055,0.2638,2.094,0,0,-0.8402529061421055,-0.7162376757753963
2468,2011-02-03 07:00:00,2011-02-04 09:00:00,62.297,16.061,27,19,3.2788,0.2578,11.605,0,1,0.1291004511984719,-0.4262768103034632
2470,2011-02-11 09:00:00,2011-02-11 21:00:00,28.551,7.765,13,8,3.5689,0.272,0.0,0,0,-0.8872916196469496,-0.7703465267435768
2484,2011-02-28 08:00:00,2011-02-28 20:00:00,60.563,24.595,13,8,7.5704,0.4061,6.233,0,1,1.4655663199822166,-0.470222919100421
2486,2011-03-02 07:00:00,2011-03-03 23:00:00,97.844,18.82,41,32,3.0576,0.1923,79.89,0,1,0.7580937517375467,1.637085694035329
2492,2011-03-12 16:00:00,2011-03-13 18:00:00,30.694,6.446,27,13,2.3611,0.21,0.305,0,0,-1.0889168886288392,-0.8108692886029285
2493,2011-03-14 03:00:00,2011-03-15 13:00:00,102.044,12.502,35,25,4.0818,0.1225,30.694,0,1,0.4743123416060181,0.1072903877376409
2494,2011-03-16 05:00:00,2011-03-19 15:00:00,99.046,10.103,83,53,1.8688,0.102,129.752,0,3,0.1487847099707769,3.058310059500524
2495,2011-03-19 18:00:00,2011-03-20 12:00:00,57.627,10.891,19,14,4.1162,0.189,97.154,0,3,-0.1803837186510378,2.200589132133804
2496,2011-03-20 23:00:00,2011-03-22 02:00:00,23.38,6.147,28,14,1.67,0.2629,104.717,0,3,-1.321117581678293,2.4088761323773715
2502,2011-03-26 20:00:00,2011-03-28 06:00:00,94.053,11.69,35,25,3.7621,0.1243,26.811,0,1,0.2733983788120121,-0.0150020892741923
2520,2011-04-29 03:00:00,2011-04-30 16:00:00,61.448,8.546,38,22,2.7931,0.1391,0.11,0,0,-0.4541241680864182,-0.8467868266176883
2526,2011-05-05 02:00:00,2011-05-10 03:00:00,376.607,22.282,122,106,3.5529,0.0592,10.836,0,2,4.246589876016648,-0.7042418895586753
2537,2011-05-25 03:00:00,2011-05-28 07:00:00,149.671,22.068,77,56,2.6727,0.1474,2.503,0,1,1.659652192905098,-0.8170771192649827
2542,2011-06-02 20:00:00,2011-06-04 03:00:00,48.751,14.449,32,18,2.7084,0.2964,0.47,1,0,-0.2213013838738585,-0.7738902811981888
2544,2011-06-06 14:00:00,2011-06-09 03:00:00,54.001,6.599,62,39,1.3846,0.1222,2.143,1,0,-0.7904771930109994,-0.8388211648349895
2551,2011-06-16 20:00:00,2011-06-20 03:00:00,109.644,7.783,80,63,1.7404,0.071,0.604,1,1,0.018588346359305,-0.9328077302815688
2552,2011-06-21 17:00:00,2011-06-24 09:00:00,198.556,14.175,65,60,3.3093,0.0714,14.712,1,1,1.554769183731556,-0.4718161056207481
2562,2011-07-04 01:00:00,2011-07-06 23:00:00,49.135,6.263,71,50,0.9827,0.1275,5.726,1,0,-0.8847899251147864,-0.7433352800117905
2572,2011-07-21 08:00:00,2011-07-22 04:00:00,29.204,8.095,21,13,2.2465,0.2772,4.066,1,0,-1.0598933233790355,-0.6684449157369172
2575,2011-07-23 23:00:00,2011-07-27 17:00:00,486.477,53.232,91,80,6.081,0.1094,41.67,1,2,8.01329131185076,0.3759479426622575
2588,2011-08-09 08:00:00,2011-08-09 19:00:00,22.959,6.538,12,7,3.2799,0.2848,2.167,1,0,-1.104541111488225,-0.7041531517423154
2593,2011-08-13 21:00:00,2011-08-14 16:00:00,21.262,6.098,20,11,1.9329,0.2868,12.465,1,0,-1.363326640425011,-0.4126554945594881
2600,2011-08-21 10:00:00,2011-08-24 01:00:00,102.269,6.837,64,44,2.3243,0.0669,1.947,1,0,-0.1114796650530611,-0.864385629635393
2601,2011-08-24 05:00:00,2011-08-26 08:00:00,58.799,5.824,52,42,1.4,0.099,102.269,1,3,-0.8491105261752544,2.2498709538466346
2610,2011-09-07 01:00:00,2011-09-07 13:00:00,26.5,9.224,13,8,3.3125,0.3481,28.826,1,1,-0.8701515371074351,0.1358348512836596
2626,2011-09-23 13:00:00,2011-09-24 02:00:00,20.847,9.767,14,7,2.9781,0.4685,15.048,1,0,-0.9924943303584882,-0.2640128979081207
2629,2011-09-24 22:00:00,2011-09-27 22:00:00,158.333,8.778,73,62,2.5538,0.0554,35.437,1,1,0.6666756699496047,0.1419440407388574
2639,2011-10-06 11:00:00,2011-10-09 12:00:00,53.299,5.012,74,51,1.0451,0.094,8.968,1,0,-0.9009373303967368,-0.6589938394650598
2641,2011-10-10 18:00:00,2011-10-13 15:00:00,108.465,20.401,70,43,2.5224,0.1881,44.923,1,1,1.060579911531943,0.5147747330322059
2649,2011-10-28 06:00:00,2011-10-29 07:00:00,44.246,5.39,26,20,2.2123,0.1218,0.568,1,0,-1.0440321099843133,-0.8293957502272418
2650,2011-10-31 04:00:00,2011-11-06 07:00:00,277.696,26.134,148,113,2.4575,0.0941,44.246,1,2,3.5908570289777466,0.3273223279396313
2655,2011-11-14 01:00:00,2011-11-15 20:00:00,194.466,36.554,44,36,5.4018,0.188,0.128,1,2,3.532793393716737,-0.7813262700474677
2656,2011-11-16 03:00:00,2011-11-18 02:00:00,35.016,6.337,48,24,1.459,0.181,194.466,1,3,-1.0688953344951315,5.1221848427307135
2660,2011-11-21 03:00:00,2011-11-22 11:00:00,92.148,12.465,33,26,3.5442,0.1353,15.17,1,1,0.2580023927100502,-0.3679619315373129
2671,2011-12-04 19:00:00,2011-12-05 22:00:00,65.862,7.448,28,20,3.2931,0.1131,14.724,0,0,-0.4557322431312458,-0.3877484518825038
2672,2011-12-06 01:00:00,2011-12-08 00:00:00,333.454,65.441,48,35,9.5273,0.1963,79.103,0,2,7.94864340453867,1.7264488161808749
2673,2011-12-08 02:00:00,2011-12-09 14:00:00,49.245,11.348,37,27,1.8239,0.2304,373.116,0,3,-0.5412456319189153,10.662950722096449
2679,2011-12-16 13:00:00,2011-12-18 09:00:00,99.144,16.983,45,36,2.754,0.1713,19.614,0,1,0.5933966566175525,-0.2379905649281715
2685,2011-12-27 00:00:00,2011-12-27 16:00:00,39.197,13.589,17,12,3.2664,0.3467,0.238,0,0,-0.3882217364564713,-0.7428873906504976
2690,2012-01-05 18:00:00,2012-01-06 12:00:00,51.419,12.99,19,14,3.6728,0.2526,12.679,0,0,-0.1898545919932519,-0.3841202980729543
2692,2012-01-07 07:00:00,2012-01-10 22:00:00,289.453,33.306,88,60,4.8242,0.1151,65.349,0,2,4.345388172829754,1.1054148567896067
2699,2012-01-17 02:00:00,2012-01-18 14:00:00,20.304,8.296,37,15,1.3536,0.4086,15.499,0,0,-1.255327555180161,-0.3159433689293816
2701,2012-01-20 10:00:00,2012-01-21 11:00:00,28.258,7.02,26,16,1.7661,0.2484,21.61,0,0,-1.200976653332072,-0.1490638246654732
2703,2012-01-27 12:00:00,2012-01-28 11:00:00,35.803,10.506,24,12,2.9836,0.2934,0.122,0,0,-0.6532778118685835,-0.7780657255915315
2705,2012-01-29 19:00:00,2012-01-30 12:00:00,25.505,9.071,18,13,1.9619,0.3557,36.053,0,1,-1.121729354428155,0.3386103583288291
2706,2012-01-30 16:00:00,2012-01-31 06:00:00,25.932,9.175,15,8,3.2415,0.3538,54.471,0,1,-0.8807235385435515,0.923393255704322
2707,2012-01-31 20:00:00,2012-02-01 21:00:00,26.402,7.307,26,16,1.6501,0.2768,51.687,0,1,-1.2274770522485756,0.7835077274243738
2708,2012-02-01 23:00:00,2012-02-02 20:00:00,44.606,13.07,22,17,2.6239,0.293,74.158,0,1,-0.4409939839218352,1.505033761381727
2716,2012-02-11 16:00:00,2012-02-14 12:00:00,253.497,29.772,69,52,4.8749,0.1174,9.548,0,2,3.6164411062480215,-0.5841708870795098
2718,2012-02-15 03:00:00,2012-02-17 10:00:00,124.948,11.605,56,47,2.6585,0.0929,112.58,0,3,0.491651401632884,2.5687863088595924
2721,2012-02-18 16:00:00,2012-02-20 02:00:00,31.67,6.068,35,17,1.8629,0.1916,101.268,0,3,-1.138345349266179,2.2767884478668408
2732,2012-03-18 06:00:00,2012-03-22 18:00:00,242.961,11.177,109,89,2.7299,0.046,1.538,0,1,1.895220062188672,-0.9721244842439408
2734,2012-03-24 09:00:00,2012-03-25 01:00:00,46.95,10.298,17,12,3.9125,0.2193,47.097,0,1,-0.3957416686119731,0.6679301950527254
2736,2012-03-25 21:00:00,2012-03-27 17:00:00,53.854,5.287,45,32,1.6829,0.0982,49.538,0,1,-0.9315631357356216,0.6385002889872462
2737,2012-03-27 20:00:00,2012-03-29 16:00:00,101.915,10.793,45,30,3.3972,0.1059,54.886,0,1,0.2768791213162682,0.8229955697978988
2738,2012-03-30 21:00:00,2012-03-31 13:00:00,70.8,27.452,17,12,5.9,0.3877,101.378,0,3,1.5112952679668878,2.4371267482169947
2742,2012-04-09 16:00:00,2012-04-10 14:00:00,47.158,7.405,23,17,2.774,0.157,0.0,0,0,-0.7826407208339864,-0.8244926486050286
2761,2012-05-27 20:00:00,2012-06-05 03:00:00,249.56,11.763,200,149,1.6749,0.0471,0.0,0,2,2.3700546374472173,-1.1557919656859716
2781,2012-07-01 01:00:00,2012-07-03 05:00:00,131.651,15.066,53,40,3.2913,0.1144,12.6,1,1,0.9152805695447316,-0.4872918355860879
2783,2012-07-04 11:00:00,2012-07-05 14:00:00,34.552,5.28,28,18,1.9196,0.1528,132.597,1,3,-1.1877748977860214,3.240299429516988
2786,2012-07-09 16:00:00,2012-07-11 04:00:00,23.008,2.399,37,28,0.8217,0.1043,16.256,1,0,-1.6672052377546844,-0.3814695375339298
2791,2012-07-17 08:00:00,2012-07-18 01:00:00,20.169,7.277,18,8,2.5211,0.3608,15.457,1,0,-1.2120644035425403,-0.2918106159019281
2793,2012-07-18 23:00:00,2012-07-21 07:00:00,72.754,6.251,57,42,1.7322,0.0859,42.848,1,1,-0.5912537091693879,0.4104670622283194
2799,2012-07-26 19:00:00,2012-07-29 21:00:00,99.828,12.728,75,60,1.6638,0.1275,7.936,1,1,0.2554126069432756,-0.6719096801688064
2809,2012-08-12 05:00:00,2012-08-15 03:00:00,20.939,1.673,71,38,0.551,0.0799,4.578,1,0,-1.573312711018041,-0.7972439075789971
2822,2012-09-01 02:00:00,2012-09-02 19:00:00,29.009,4.401,42,23,1.2613,0.1517,29.436,1,1,-1.3562435908812682,0.036165937983414
2837,2012-09-17 06:00:00,2012-09-18 14:00:00,39.82,5.958,33,23,1.7313,0.1496,16.189,1,0,-1.098501410364798,-0.354054476500427
2841,2012-09-23 15:00:00,2012-09-27 00:00:00,157.21,13.644,82,59,2.6646,0.0868,9.682,1,1,1.1089158731357551,-0.6417594573360734
2849,2012-10-03 10:00:00,2012-10-04 00:00:00,25.755,6.868,15,10,2.5755,0.2667,23.857,1,0,-1.1582426280131863,-0.051754281502611
2853,2012-10-08 07:00:00,2012-10-08 23:00:00,35.516,5.982,17,10,3.5516,0.1684,3.119,1,0,-0.8974209738826,-0.7095880297122006
2854,2012-10-09 02:00:00,2012-10-09 14:00:00,21.225,5.897,13,8,2.6531,0.2778,35.516,1,1,-1.2796118567652497,0.3120586714666417
2864,2012-10-20 10:00:00,2012-10-20 21:00:00,64.171,47.151,12,7,9.1673,0.7348,8.253,1,2,3.462734244185563,-0.2571140309418659
2866,2012-10-23 13:00:00,2012-10-26 22:00:00,175.548,33.251,82,58,3.0267,0.1894,9.126,1,2,2.877061922486622,-0.5845025341488476
2870,2012-11-07 17:00:00,2012-11-09 02:00:00,83.913,12.093,34,20,4.1956,0.1441,0.0,1,1,0.2782650649481955,-0.8260001925679636
2871,2012-11-11 00:00:00,2012-11-14 12:00:00,212.609,17.599,85,64,3.322,0.0828,78.706,1,2,2.087123642104064,1.4791097050206476
2872,2012-11-14 20:00:00,2012-11-16 06:00:00,51.687,5.775,35,23,2.2473,0.1117,183.655,1,3,-0.8610620550410868,4.793572250686499
2875,2012-12-04 07:00:00,2012-12-05 06:00:00,21.067,3.583,24,17,1.2392,0.1701,0.0,0,0,-1.6228104179318867,-0.8416422583093828
2882,2012-12-12 00:00:00,2012-12-14 09:00:00,209.032,62.614,58,37,5.6495,0.2995,17.135,0,2,5.848994973007156,-0.1826385896544725
2888,2012-12-25 07:00:00,2012-12-27 04:00:00,178.497,18.32,46,37,4.8242,0.1026,0.0,0,1,1.8601474251746488,-0.857941155770481
2892,2013-01-02 16:00:00,2013-01-04 03:00:00,55.881,6.489,36,20,2.794,0.1161,0.0,0,0,-0.672458103112065,-0.8563003022893232
2897,2013-01-07 22:00:00,2013-01-08 16:00:00,72.546,15.744,19,14,5.1819,0.217,4.298,0,1,0.529837547153084,-0.6329535878245084
2900,2013-01-10 13:00:00,2013-01-12 22:00:00,184.595,17.502,58,45,4.1021,0.0948,79.176,0,1,1.7975984580601403,1.5503035858687904
2907,2013-02-01 16:00:00,2013-02-02 05:00:00,76.008,28.765,14,9,8.4453,0.3784,9.871,0,2,2.129450431992439,-0.3496321032353409
2912,2013-02-19 05:00:00,2013-02-21 21:00:00,239.28,17.844,65,55,4.3505,0.0746,1.306,0,2,2.419703630510847,-0.8757860187471345
2916,2013-03-07 09:00:00,2013-03-09 12:00:00,102.532,7.344,52,40,2.5633,0.0716,0.641,0,0,-0.0999267257184863,-0.8832613427444531
2921,2013-03-20 23:00:00,2013-03-22 20:00:00,71.606,9.578,46,27,2.6521,0.1338,0.0,0,0,-0.2525183009084802,-0.8642186564059184
2951,2013-05-29 05:00:00,2013-05-30 09:00:00,73.621,8.772,29,21,3.5058,0.1192,3.107,0,0,-0.2349552490380694,-0.742119001341766
2965,2013-06-15 21:00:00,2013-06-17 06:00:00,33.819,4.749,34,20,1.691,0.1404,9.065,1,0,-1.2486165229470756,-0.5786547068814358
2966,2013-06-17 11:00:00,2013-06-19 05:00:00,72.174,27.348,43,29,2.4888,0.3789,34.601,1,1,1.0233148022876413,0.3057714310010207
2967,2013-06-19 07:00:00,2013-06-21 01:00:00,50.607,11.171,43,29,1.7451,0.2207,103.387,1,3,-0.5398563680173736,2.3441281570764505
2972,2013-06-28 19:00:00,2013-06-30 06:00:00,94.956,16.696,36,30,3.1652,0.1758,18.655,1,1,0.5521688272098347,-0.249248965413831
2977,2013-07-04 04:00:00,2013-07-04 22:00:00,41.151,9.639,19,13,3.1655,0.2342,13.412,1,0,-0.6422065124367363,-0.3769271194738034
2988,2013-07-15 03:00:00,2013-07-16 20:00:00,68.469,11.122,42,34,2.0138,0.1624,4.981,1,0,-0.3169444389534238,-0.7007090412989015
2992,2013-07-20 21:00:00,2013-07-23 14:00:00,40.186,4.206,66,41,0.9801,0.1047,2.173,1,0,-1.1539470220314867,-0.8536754842051617
2996,2013-07-26 15:00:00,2013-07-30 04:00:00,108.252,17.728,86,57,1.8992,0.1638,10.341,1,1,0.8324777551355939,-0.5914266734161434
2997,2013-07-30 06:00:00,2013-08-01 23:00:00,85.156,6.965,66,49,1.7379,0.0818,79.029,1,1,-0.3576921390103444,1.5095354571173711
3000,2013-08-03 08:00:00,2013-08-06 04:00:00,99.419,12.337,69,51,1.9494,0.1241,47.149,1,1,0.2423274856331553,0.5453163377140298
3001,2013-08-07 10:00:00,2013-08-09 11:00:00,47.023,6.068,50,33,1.4249,0.129,45.375,1,1,-0.9638597845593188,0.511707733455522
3002,2013-08-10 04:00:00,2013-08-12 00:00:00,57.895,5.482,45,33,1.7544,0.0947,47.023,1,1,-0.8637876273668124,0.5602930972483715
3008,2013-08-18 13:00:00,2013-08-20 08:00:00,23.643,2.088,44,33,0.7165,0.0883,3.571,1,0,-1.656496518736936,-0.787378387726693
3013,2013-08-24 02:00:00,2013-08-27 07:00:00,77.656,5.396,78,56,1.3867,0.0695,22.44,1,0,-0.5440880608437535,-0.2580107761997024
3018,2013-09-04 08:00:00,2013-09-05 03:00:00,35.681,11.69,20,11,3.2437,0.3276,0.305,1,0,-0.5500392469039924,-0.753433825057021
3022,2013-09-08 00:00:00,2013-09-08 17:00:00,23.423,13.503,18,8,2.9279,0.5765,5.873,1,0,-0.7031885557213218,-0.5196859643121784
3026,2013-09-11 04:00:00,2013-09-11 15:00:00,25.816,11.391,12,7,3.688,0.4412,5.036,1,0,-0.6812237694712069,-0.5650267770974122
3030,2013-09-14 15:00:00,2013-09-17 06:00:00,46.23,6.349,64,41,1.1276,0.1373,9.077,1,0,-0.924768274706564,-0.6256909893978789
3034,2013-09-20 12:00:00,2013-09-22 02:00:00,20.249,4.81,39,24,0.8437,0.2375,7.393,1,0,-1.543641889571564,-0.6204975652467952
3038,2013-09-24 05:00:00,2013-09-26 02:00:00,20.426,3.651,46,24,0.8511,0.1787,28.148,1,0,-1.5612122610518118,-0.0068366967197316
3045,2013-10-02 17:00:00,2013-10-03 21:00:00,24.266,6.898,29,13,1.8666,0.2843,5.225,1,0,-1.2272528028900749,-0.6479678935365308
3049,2013-10-08 19:00:00,2013-10-11 17:00:00,113.972,7.57,71,54,2.1106,0.0664,1.593,1,1,0.0578002496037762,-0.8890230856746033
3053,2013-10-15 16:00:00,2013-10-16 18:00:00,20.322,5.39,27,14,1.4516,0.2652,1.251,1,0,-1.4683065594512374,-0.779099736618422
3063,2013-10-30 16:00:00,2013-10-31 15:00:00,30.51,5.256,24,13,2.3469,0.1723,0.476,1,0,-1.1905550326080836,-0.8130451556391345
3067,2013-11-04 12:00:00,2013-11-05 22:00:00,36.481,5.616,35,20,1.824,0.1539,27.605,1,0,-1.1272964359105797,-0.0031658542127764
3069,2013-11-07 01:00:00,2013-11-09 13:00:00,125.668,10.14,61,49,2.5647,0.0807,36.835,1,1,0.3926127562154194,0.221319520988249
3072,2013-11-12 07:00:00,2013-11-13 08:00:00,43.238,6.459,26,19,2.2757,0.1494,7.191,1,0,-0.9671773053205944,-0.6154892609559284
3074,2013-11-20 06:00:00,2013-11-21 23:00:00,48.092,3.998,42,29,1.6583,0.0831,8.345,1,0,-1.108266181643918,-0.6312341862561172
3075,2013-11-22 08:00:00,2013-11-24 12:00:00,61.467,5.366,53,42,1.4635,0.0873,56.436,1,1,-0.8417862922932107,0.8330226423192324
3080,2013-11-29 08:00:00,2013-11-30 15:00:00,224.592,21.512,32,27,8.3182,0.0958,2.509,1,2,3.1238544418991623,-0.7315060676128793
3084,2013-12-05 13:00:00,2013-12-06 12:00:00,65.544,15.274,24,17,3.8555,0.233,17.63,0,1,0.1990525054942219,-0.2390268864910379
3089,2013-12-10 20:00:00,2013-12-12 00:00:00,79.634,19.565,29,22,3.6197,0.2457,5.268,0,1,0.652676190310343,-0.6190445977617434
3093,2013-12-15 00:00:00,2013-12-15 09:00:00,46.132,30.669,10,5,9.2264,0.6648,8.07,0,2,2.0019280159410187,-0.3142686114403643
3096,2013-12-20 10:00:00,2013-12-20 23:00:00,55.051,19.553,14,8,6.8814,0.3552,0.0,0,1,0.9064506275337966,-0.694124987571054
3099,2013-12-23 09:00:00,2013-12-24 08:00:00,80.562,11.745,24,18,4.4757,0.1458,74.762,0,1,0.2163883257434405,1.4936070646140982
3100,2013-12-24 10:00:00,2013-12-25 06:00:00,30.248,6.172,21,12,2.5207,0.204,93.589,0,3,-1.1110895626189363,2.0699773140684403
3108,2014-01-11 22:00:00,2014-01-14 14:00:00,86.672,9.523,65,51,1.6995,0.1099,2.027,0,0,-0.1712402682765541,-0.8482323947327985
3126,2014-03-14 00:00:00,2014-03-15 04:00:00,82.015,11.19,29,24,3.4173,0.1364,0.134,0,1,0.0114144755870991,-0.8269197717739207
3128,2014-03-22 17:00:00,2014-03-25 01:00:00,128.226,9.432,57,46,2.7875,0.0736,0.647,0,1,0.3767360350496992,-0.8895925301651999
